dB20(VF("/net019")) X,dB20(VF("/net019")) Y
1,32.17804757530732
1.023292992280754,32.1780475752233
1.047128548050899,32.17804757513537
1.071519305237606,32.17804757504338
1.096478196143185,32.17804757494714
1.122018454301963,32.17804757484645
1.148153621496882,32.17804757474112
1.174897554939529,32.17804757463094
1.202264434617413,32.17804757451569
1.230268770812381,32.17804757439514
1.258925411794167,32.17804757426906
1.288249551693134,32.1780475741372
1.318256738556407,32.17804757399929
1.348962882591653,32.17804757385507
1.380384264602885,32.17804757370428
1.412537544622754,32.1780475735466
1.445439770745927,32.17804757338175
1.479108388168207,32.1780475732094
1.513561248436208,32.17804757302923
1.548816618912481,32.1780475728409
1.584893192461113,32.17804757264405
1.621810097358929,32.17804757243831
1.65958690743756,32.17804757222331
1.698243652461743,32.17804757199865
1.737800828749374,32.1780475717639
1.778279410038922,32.17804757151867
1.819700858609982,32.17804757126248
1.862087136662866,32.17804757099489
1.905460717963246,32.17804757071543
1.949844599758044,32.17804757042359
1.995262314968878,32.17804757011887
2.041737944669527,32.17804756980075
2.089296130854037,32.17804756946867
2.13796208950223,32.17804756912207
2.18776162394955,32.17804756876038
2.238721138568337,32.17804756838299
2.29086765276777,32.17804756798928
2.344228815319919,32.17804756757863
2.398832919019488,32.17804756715037
2.454708915685027,32.17804756670384
2.511886431509577,32.17804756623835
2.57039578276886,32.17804756575317
2.630267991895378,32.17804756524759
2.691534803926912,32.17804756472086
2.754228703338163,32.17804756417222
2.81838293126445,32.17804756360091
2.884031503126602,32.1780475630061
2.951209226666381,32.17804756238702
3.019951720402012,32.17804756174283
3.090295432513586,32.1780475610727
3.162277660168374,32.17804756037579
3.235936569296277,32.17804755965123
3.311311214825905,32.17804755889818
3.38844156139202,32.17804755811576
3.46736850452531,32.17804755730309
3.548133892335748,32.1780475564593
3.630780547701007,32.17804755558352
3.715352290971718,32.17804755467487
3.801893963205605,32.17804755373249
3.890451449942799,32.17804755275551
3.981071705534965,32.1780475517431
4.073802778041119,32.17804755069441
4.168693834703346,32.17804754960864
4.265795188015918,32.178047548485
4.365158322401651,32.17804754732273
4.466835921509622,32.1780475461211
4.570881896148741,32.1780475448794
4.677351412871972,32.178047543597
4.786300923226373,32.17804754227326
4.897788193684452,32.17804754090766
5.011872336272712,32.17804753949967
5.128613839913638,32.17804753804886
5.248074602497715,32.17804753655484
5.370317963702516,32.17804753501733
5.495408738576233,32.1780475334361
5.623413251903478,32.178047531811
5.754399373371556,32.17804753014196
5.888436553555876,32.17804752842904
6.025595860743564,32.17804752667236
6.165950018614807,32.17804752487216
6.309573444801917,32.17804752302878
6.456542290346539,32.17804752114267
6.606934480075944,32.17804751921441
6.760829753919801,32.17804751724466
6.918309709189348,32.17804751523424
7.079457843841362,32.17804751318407
7.244359600749883,32.17804751109519
7.413102413009157,32.17804750896878
7.585775750291819,32.17804750680613
7.762471166286898,32.17804750460865
7.943282347242794,32.17804750237789
8.128305161640972,32.1780475001155
8.317637711026689,32.17804749782324
8.511380382023743,32.17804749550299
8.709635899560784,32.17804749315677
8.912509381337431,32.17804749078664
9.120108393559072,32.17804748839479
9.332543007969884,32.17804748598348
9.549925860214332,32.17804748355508
9.772372209558078,32.178047481112
9.99999999999997,32.1780474786567
10.23292992280751,32.17804747619173
10.47128548050896,32.17804747371964
10.71519305237603,32.17804747124305
10.96478196143182,32.17804746876458
11.2201845430196,32.17804746628683
11.48153621496879,32.17804746381244
11.74897554939526,32.17804746134403
12.02264434617409,32.17804745888417
12.30268770812378,32.17804745643541
12.58925411794163,32.17804745400026
12.8824955169313,32.17804745158115
13.18256738556403,32.17804744918048
13.48962882591649,32.17804744680053
13.8038426460288,32.17804744444354
14.12537544622749,32.17804744211163
14.45439770745922,32.17804743980686
14.79108388168202,32.17804743753112
15.13561248436203,32.17804743528625
15.48816618912476,32.17804743307396
15.84893192461108,32.17804743089584
16.21810097358924,32.17804742875334
16.59586907437554,32.17804742664783
16.98243652461738,32.17804742458052
17.37800828749369,32.17804742255252
17.78279410038916,32.17804742056481
18.19700858609976,32.17804741861823
18.6208713666286,32.17804741671353
19.0546071796324,32.17804741485133
19.49844599758038,32.17804741303212
19.95262314968872,32.17804741125629
20.41737944669521,32.17804740952413
20.89296130854031,32.17804740783581
21.37962089502224,32.17804740619142
21.87761623949544,32.17804740459093
22.38721138568331,32.17804740303423
22.90867652767764,32.17804740152115
23.44228815319913,32.17804740005141
23.98832919019481,32.17804739862466
24.5470891568502,32.1780473972405
25.1188643150957,32.17804739589844
25.70395782768853,32.17804739459796
26.30267991895371,32.17804739333845
26.91534803926904,32.17804739211931
27.54228703338154,32.17804739093983
28.18382931264442,32.17804738979932
28.84031503126593,32.17804738869701
29.51209226666373,32.17804738763213
30.19951720402003,32.17804738660389
30.90295432513577,32.17804738561145
31.62277660168365,32.17804738465397
32.35936569296268,32.17804738373062
33.11311214825896,32.1780473828405
33.8844156139201,32.17804738198277
34.67368504525301,32.17804738115654
35.48133892335738,32.17804738036094
36.30780547700997,32.17804737959509
37.15352290971708,32.17804737885812
38.01893963205595,32.17804737814916
38.90451449942788,32.17804737746737
39.81071705534954,32.17804737681188
40.73802778041109,32.17804737618187
41.68693834703335,32.1780473755765
42.65795188015907,32.17804737499495
43.65158322401639,32.17804737443645
44.6683592150961,32.17804737390018
45.70881896148729,32.1780473733854
46.7735141287196,32.17804737289134
47.86300923226361,32.17804737241728
48.97788193684438,32.17804737196249
50.11872336272698,32.17804737152628
51.28613839913623,32.17804737110797
52.480746024977,32.17804737070689
53.70317963702501,32.1780473703224
54.95408738576219,32.17804736995387
56.23413251903463,32.1780473696007
57.54399373371541,32.17804736926231
58.88436553555861,32.17804736893811
60.25595860743547,32.17804736862755
61.65950018614791,32.1780473683301
63.09573444801901,32.17804736804523
64.56542290346522,32.17804736777247
66.06934480075925,32.17804736751133
67.60829753919782,32.17804736726131
69.18309709189329,32.178047367022
70.79457843841342,32.17804736679293
72.44359600749863,32.17804736657372
74.13102413009136,32.17804736636393
75.85775750291798,32.1780473661632
77.62471166286876,32.17804736597114
79.43282347242773,32.1780473657874
81.28305161640949,32.17804736561163
83.17637711026666,32.17804736544348
85.11380382023719,32.17804736528266
87.0963589956076,32.17804736512884
89.12509381337408,32.17804736498174
91.20108393559049,32.17804736484106
93.32543007969861,32.17804736470654
95.49925860214309,32.17804736457789
97.72372209558054,32.1780473644549
99.99999999999946,32.1780473643373
102.3292992280749,32.17804736422488
104.7128548050894,32.17804736411739
107.15193052376,32.17804736401465
109.6478196143179,32.17804736391641
112.2018454301957,32.17804736382252
114.8153621496876,32.17804736373277
117.4897554939523,32.17804736364192
120.2264434617406,32.17804736355993
123.0268770812374,32.17804736348155
125.892541179416,32.17804736340666
128.8249551693126,32.17804736333506
131.8256738556399,32.17804736326664
134.8962882591645,32.17804736320126
138.0384264602876,32.17804736313877
141.2537544622746,32.17804736307905
144.5439770745919,32.17804736302198
147.9108388168198,32.17804736296744
151.3561248436199,32.17804736291531
154.8816618912472,32.17804736286551
158.4893192461104,32.17804736281791
162.181009735892,32.17804736277242
165.9586907437551,32.17804736272895
169.8243652461734,32.17804736268742
173.7800828749365,32.17804736264771
177.8279410038912,32.17804736260977
181.9700858609972,32.17804736257352
186.2087136662855,32.17804736253887
190.5460717963235,32.17804736250575
194.9844599758032,32.1780473624741
199.5262314968867,32.17804736244385
204.1737944669516,32.17804736241493
208.9296130854026,32.1780473623873
213.7962089502218,32.17804736236087
218.7761623949538,32.17804736233561
223.8721138568325,32.17804736231147
229.0867652767758,32.17804736228838
234.4228815319906,32.17804736226631
239.8832919019474,32.1780473622452
245.4708915685014,32.17804736222501
251.1886431509563,32.1780473622057
257.0395782768846,32.17804736218723
263.0267991895364,32.17804736216956
269.1534803926897,32.17804736215265
275.4228703338148,32.17804736213647
281.8382931264435,32.17804736212099
288.4031503126586,32.17804736210616
295.1209226666365,32.17804736209197
301.9951720401995,32.17804736207837
309.0295432513569,32.17804736206534
316.2277660168357,32.17804736205286
323.593656929626,32.1780473620409
331.1311214825888,32.17804736202942
338.8441561392002,32.17804736201842
346.7368504525292,32.17804736200785
354.8133892335729,32.17804736199771
363.0780547700987,32.17804736198798
371.5352290971698,32.17804736197863
380.1893963205584,32.17804736196963
389.0451449942777,32.17804736196096
398.1071705534943,32.17804736195264
407.3802778041097,32.17804736194461
416.8693834703323,32.17804736193688
426.5795188015895,32.17804736192942
436.5158322401627,32.17804736192221
446.6835921509598,32.17804736191524
457.0881896148716,32.1780473619085
467.7351412871947,32.17804736190197
478.6300923226348,32.17804736189565
489.7788193684425,32.17804736188951
501.1872336272685,32.17804736188354
512.861383991361,32.17804736187773
524.8074602497686,32.17804736187207
537.0317963702487,32.17804736185642
549.5408738576203,32.17804736185102
562.3413251903447,32.17804736184573
575.4399373371524,32.17804736184054
588.8436553555844,32.17804736183544
